2025-04-14 11:46:33, CO2=946, PM2.5=11.3
2025-04-15 16:36:34, CO2=963, PM2.5=14.0
2025-04-15 16:37:07, CO2=963, PM2.5=14.1
2025-04-15 16:37:41, CO2=964, PM2.5=14.1
2025-04-15 16:38:14, CO2=964, PM2.5=13.8
2025-04-15 16:38:49, CO2=965, PM2.5=13.8
2025-04-15 16:39:23, CO2=965, PM2.5=14.1
2025-04-15 16:39:57, CO2=966, PM2.5=14.1
2025-04-15 16:40:30, CO2=965, PM2.5=13.7
2025-04-15 16:41:03, CO2=968, PM2.5=13.1
2025-04-15 16:41:36, CO2=968, PM2.5=13.9
2025-04-15 16:42:10, CO2=969, PM2.5=13.5
2025-04-15 16:42:43, CO2=969, PM2.5=13.2
2025-04-15 16:43:17, CO2=968, PM2.5=13.5
2025-04-15 16:43:50, CO2=970, PM2.5=13.7
2025-04-15 16:44:23, CO2=969, PM2.5=13.6
2025-04-15 16:44:57, CO2=970, PM2.5=13.1
2025-04-15 16:45:31, CO2=970, PM2.5=13.2
2025-04-15 16:46:04, CO2=970, PM2.5=13.5
2025-04-15 16:46:37, CO2=968, PM2.5=13.0
2025-04-15 16:47:10, CO2=968, PM2.5=12.7
2025-04-15 16:47:43, CO2=968, PM2.5=13.6
2025-04-15 16:48:16, CO2=967, PM2.5=13.0
2025-04-15 16:48:49, CO2=968, PM2.5=12.9
2025-04-15 16:49:22, CO2=966, PM2.5=12.5
2025-04-15 16:49:56, CO2=964, PM2.5=13.9
2025-04-15 16:50:30, CO2=964, PM2.5=13.3
2025-04-15 16:51:04, CO2=965, PM2.5=13.3
2025-04-15 16:51:37, CO2=964, PM2.5=13.3
2025-04-15 16:52:11, CO2=963, PM2.5=13.2
2025-04-15 16:52:45, CO2=963, PM2.5=13.3
2025-04-15 16:53:19, CO2=962, PM2.5=13.1
2025-04-15 16:53:53, CO2=962, PM2.5=13.9
2025-04-15 16:54:26, CO2=962, PM2.5=13.7
2025-04-15 16:55:00, CO2=962, PM2.5=13.6
2025-04-15 16:55:35, CO2=961, PM2.5=12.4
2025-04-15 16:56:08, CO2=961, PM2.5=13.4
2025-04-15 16:56:42, CO2=961, PM2.5=13.2
2025-04-15 16:57:15, CO2=961, PM2.5=14.0
2025-04-15 16:57:48, CO2=962, PM2.5=14.1
2025-04-15 16:58:22, CO2=962, PM2.5=13.7
2025-04-15 16:58:56, CO2=964, PM2.5=13.7
2025-04-15 16:59:32, CO2=963, PM2.5=13.2
2025-04-15 17:00:06, CO2=963, PM2.5=12.8
2025-04-15 17:00:39, CO2=963, PM2.5=12.9
2025-04-15 17:01:12, CO2=963, PM2.5=13.6
2025-04-15 17:01:45, CO2=962, PM2.5=13.7
2025-04-15 17:02:19, CO2=963, PM2.5=14.1
2025-04-15 17:02:52, CO2=963, PM2.5=14.0
2025-04-15 17:03:27, CO2=963, PM2.5=14.0
2025-04-15 17:04:00, CO2=964, PM2.5=13.9
2025-04-15 17:04:34, CO2=963, PM2.5=13.3
2025-04-15 17:05:08, CO2=964, PM2.5=13.3
2025-04-15 17:05:41, CO2=964, PM2.5=14.2
2025-04-15 17:06:14, CO2=960, PM2.5=13.5
2025-04-15 17:06:48, CO2=959, PM2.5=12.6
2025-04-15 17:07:21, CO2=959, PM2.5=12.6
2025-04-15 17:07:54, CO2=957, PM2.5=12.7
2025-04-15 17:08:27, CO2=956, PM2.5=13.4
2025-04-15 17:09:00, CO2=955, PM2.5=12.7
2025-04-15 17:09:34, CO2=956, PM2.5=13.3
2025-04-15 17:10:07, CO2=957, PM2.5=13.5
2025-04-15 17:10:41, CO2=957, PM2.5=13.4
2025-04-15 17:11:16, CO2=959, PM2.5=13.1
2025-04-15 17:11:50, CO2=957, PM2.5=13.9
2025-04-15 17:12:23, CO2=959, PM2.5=14.0
2025-04-15 17:12:57, CO2=960, PM2.5=13.7
2025-04-15 17:13:31, CO2=963, PM2.5=13.5
2025-04-15 17:14:05, CO2=964, PM2.5=13.4
2025-04-15 17:14:39, CO2=965, PM2.5=13.8
2025-04-15 17:15:13, CO2=964, PM2.5=12.7
2025-04-15 17:15:49, CO2=962, PM2.5=13.0
2025-04-15 17:16:23, CO2=961, PM2.5=13.9
2025-04-15 17:16:57, CO2=961, PM2.5=13.1
2025-04-15 17:17:38, CO2=962, PM2.5=13.6
2025-04-15 17:18:11, CO2=962, PM2.5=13.7
2025-04-15 17:18:46, CO2=961, PM2.5=14.0
2025-04-15 17:19:20, CO2=962, PM2.5=13.3
2025-04-15 17:19:54, CO2=961, PM2.5=13.0
2025-04-15 17:20:30, CO2=960, PM2.5=13.8
2025-04-15 17:21:07, CO2=959, PM2.5=13.7
2025-04-15 17:21:40, CO2=960, PM2.5=13.4
2025-04-15 17:22:14, CO2=961, PM2.5=13.1
2025-04-15 17:22:47, CO2=959, PM2.5=13.5
2025-04-15 17:23:20, CO2=963, PM2.5=13.3
2025-04-15 17:23:53, CO2=962, PM2.5=13.9
2025-04-15 17:24:26, CO2=959, PM2.5=14.0
2025-04-15 17:24:59, CO2=959, PM2.5=13.8
2025-04-15 17:25:33, CO2=959, PM2.5=13.5
2025-04-15 17:26:06, CO2=961, PM2.5=13.3
2025-04-15 17:26:39, CO2=960, PM2.5=13.1
2025-04-15 17:27:12, CO2=960, PM2.5=13.1
2025-04-15 17:27:45, CO2=959, PM2.5=14.7
2025-04-15 17:28:18, CO2=960, PM2.5=14.6
2025-04-15 17:28:51, CO2=959, PM2.5=13.0
2025-04-15 17:29:25, CO2=959, PM2.5=12.8
2025-04-15 17:29:58, CO2=957, PM2.5=13.6
2025-04-15 17:30:31, CO2=958, PM2.5=13.8
2025-04-15 17:31:04, CO2=958, PM2.5=13.9
2025-04-15 17:31:38, CO2=958, PM2.5=14.1
2025-04-15 17:32:11, CO2=958, PM2.5=13.8
2025-04-15 17:32:44, CO2=959, PM2.5=13.9
2025-04-15 17:33:18, CO2=962, PM2.5=13.8
2025-04-15 17:33:51, CO2=963, PM2.5=13.2
2025-04-15 17:34:24, CO2=963, PM2.5=13.5
2025-04-15 17:34:57, CO2=967, PM2.5=13.4
2025-04-15 17:35:30, CO2=965, PM2.5=12.7
2025-04-15 17:36:03, CO2=961, PM2.5=13.2
2025-04-15 17:36:37, CO2=956, PM2.5=12.7
2025-04-15 17:37:10, CO2=959, PM2.5=13.1
2025-04-15 17:37:44, CO2=958, PM2.5=13.6
2025-04-15 17:38:17, CO2=958, PM2.5=14.0
2025-04-15 17:38:50, CO2=957, PM2.5=13.6
2025-04-15 17:39:23, CO2=956, PM2.5=13.7
2025-04-15 17:39:56, CO2=954, PM2.5=14.4
2025-04-15 17:40:29, CO2=949, PM2.5=13.9
2025-04-15 17:41:03, CO2=959, PM2.5=13.1
2025-04-15 17:41:37, CO2=969, PM2.5=14.0
2025-04-15 17:42:12, CO2=965, PM2.5=13.7
2025-04-15 17:42:45, CO2=965, PM2.5=13.2
2025-04-15 17:43:18, CO2=964, PM2.5=13.2
2025-04-15 17:43:51, CO2=964, PM2.5=13.7
2025-04-15 17:44:24, CO2=963, PM2.5=13.8
2025-04-15 17:44:58, CO2=962, PM2.5=14.3
2025-04-15 17:45:31, CO2=960, PM2.5=13.8
2025-04-15 17:46:04, CO2=957, PM2.5=13.8
2025-04-15 17:46:38, CO2=953, PM2.5=13.8
2025-04-15 17:47:11, CO2=950, PM2.5=13.3
2025-04-15 17:47:44, CO2=952, PM2.5=12.8
2025-04-15 17:48:17, CO2=963, PM2.5=12.7
2025-04-15 17:48:50, CO2=976, PM2.5=12.7
2025-04-15 17:49:23, CO2=985, PM2.5=13.4
2025-04-15 17:49:56, CO2=979, PM2.5=13.9
2025-04-15 17:50:29, CO2=971, PM2.5=13.8
2025-04-15 17:51:02, CO2=959, PM2.5=13.8
2025-04-15 17:51:35, CO2=952, PM2.5=13.7
2025-04-15 17:52:08, CO2=949, PM2.5=13.8
2025-04-15 17:52:41, CO2=946, PM2.5=13.0
2025-04-15 17:53:15, CO2=949, PM2.5=13.4
2025-04-15 17:53:48, CO2=963, PM2.5=13.9
2025-04-15 17:54:22, CO2=969, PM2.5=14.0
2025-04-15 17:54:56, CO2=959, PM2.5=13.4
2025-04-15 17:55:29, CO2=953, PM2.5=13.8
2025-04-15 17:56:02, CO2=951, PM2.5=14.0
2025-04-15 17:56:36, CO2=950, PM2.5=13.0
2025-04-15 17:57:10, CO2=956, PM2.5=13.4
2025-04-15 17:57:44, CO2=950, PM2.5=13.5
2025-04-15 17:58:17, CO2=947, PM2.5=13.7
2025-04-15 17:58:50, CO2=943, PM2.5=13.4
2025-04-15 17:59:23, CO2=944, PM2.5=13.0
2025-04-15 17:59:57, CO2=952, PM2.5=14.1
2025-04-15 18:00:30, CO2=960, PM2.5=13.4
2025-04-15 18:01:03, CO2=966, PM2.5=13.8
2025-04-15 18:01:37, CO2=966, PM2.5=14.0
2025-04-15 18:02:10, CO2=965, PM2.5=14.1
2025-04-15 18:02:44, CO2=961, PM2.5=13.6
2025-04-15 18:03:18, CO2=958, PM2.5=13.3
2025-04-15 18:03:51, CO2=956, PM2.5=13.8
2025-04-15 18:04:25, CO2=949, PM2.5=13.7
2025-04-15 18:04:58, CO2=949, PM2.5=13.8
2025-04-15 18:05:32, CO2=957, PM2.5=13.8
2025-04-15 18:06:05, CO2=964, PM2.5=13.6
2025-04-15 18:06:39, CO2=966, PM2.5=13.9
2025-04-15 18:07:13, CO2=966, PM2.5=13.9
2025-04-15 18:07:46, CO2=965, PM2.5=13.8
2025-04-15 18:08:20, CO2=961, PM2.5=13.4
2025-04-15 18:08:53, CO2=958, PM2.5=13.4
2025-04-15 18:09:28, CO2=952, PM2.5=13.3
2025-04-15 18:10:01, CO2=946, PM2.5=14.0
2025-04-15 18:10:38, CO2=946, PM2.5=14.2
2025-04-15 18:11:11, CO2=945, PM2.5=13.8
2025-04-15 18:11:46, CO2=944, PM2.5=14.2
2025-04-15 18:12:20, CO2=940, PM2.5=14.2
2025-04-15 18:12:53, CO2=938, PM2.5=14.2
2025-04-15 18:13:27, CO2=937, PM2.5=13.0
2025-04-15 18:14:01, CO2=938, PM2.5=13.9
2025-04-15 18:14:34, CO2=936, PM2.5=13.9
2025-04-15 18:15:07, CO2=936, PM2.5=14.4
2025-04-15 18:15:40, CO2=936, PM2.5=14.2
2025-04-15 18:16:13, CO2=935, PM2.5=14.4
2025-04-15 18:16:46, CO2=931, PM2.5=14.0
2025-04-15 18:17:20, CO2=931, PM2.5=14.7
2025-04-15 18:17:53, CO2=931, PM2.5=14.8
2025-04-15 18:18:26, CO2=930, PM2.5=14.3
2025-04-15 18:19:00, CO2=927, PM2.5=13.9
2025-04-15 18:19:33, CO2=921, PM2.5=15.1
2025-04-15 18:20:07, CO2=918, PM2.5=15.9
2025-04-15 18:20:40, CO2=916, PM2.5=14.4
2025-04-15 18:21:13, CO2=915, PM2.5=14.8
2025-04-16 09:12:30, CO2=767, PM2.5=20.3
2025-04-16 09:13:06, CO2=778, PM2.5=18.7
2025-04-16 09:13:40, CO2=776, PM2.5=20.3
2025-04-16 09:14:16, CO2=787, PM2.5=18.2
2025-04-16 09:14:50, CO2=795, PM2.5=18.6
2025-04-16 09:15:23, CO2=795, PM2.5=21.3
2025-04-16 09:15:57, CO2=800, PM2.5=20.8
2025-04-16 09:16:31, CO2=800, PM2.5=19.5
2025-04-16 09:17:07, CO2=797, PM2.5=19.5
2025-04-16 09:17:43, CO2=800, PM2.5=18.9
2025-04-16 09:18:17, CO2=800, PM2.5=19.7
2025-04-16 09:18:51, CO2=800, PM2.5=19.2
2025-04-16 09:19:25, CO2=799, PM2.5=20.4
2025-04-16 09:20:00, CO2=799, PM2.5=19.7
2025-04-16 09:20:34, CO2=797, PM2.5=18.7
2025-04-16 09:21:10, CO2=798, PM2.5=20.8
2025-04-16 09:21:44, CO2=796, PM2.5=19.2
2025-04-16 09:22:18, CO2=794, PM2.5=18.4
2025-04-16 09:22:51, CO2=792, PM2.5=17.4
2025-04-16 09:23:25, CO2=793, PM2.5=18.8
2025-04-16 09:23:58, CO2=793, PM2.5=18.0
2025-04-16 09:24:33, CO2=797, PM2.5=19.0
2025-04-16 09:25:07, CO2=799, PM2.5=18.0
2025-04-16 09:25:42, CO2=799, PM2.5=17.8
2025-04-16 09:26:17, CO2=799, PM2.5=18.1
2025-04-16 09:26:53, CO2=792, PM2.5=18.3
2025-04-16 09:27:27, CO2=790, PM2.5=19.7
2025-04-16 09:28:02, CO2=779, PM2.5=17.8
2025-04-16 09:28:36, CO2=777, PM2.5=18.0
2025-04-16 09:29:11, CO2=784, PM2.5=18.5
2025-04-16 09:29:48, CO2=792, PM2.5=17.7
2025-04-16 09:30:23, CO2=798, PM2.5=19.2
2025-04-16 09:31:05, CO2=811, PM2.5=18.4
2025-04-16 09:31:41, CO2=819, PM2.5=19.8
2025-04-16 09:32:17, CO2=827, PM2.5=17.6
2025-04-16 09:32:52, CO2=827, PM2.5=17.3
2025-04-16 09:33:27, CO2=828, PM2.5=17.5
2025-04-16 09:34:04, CO2=831, PM2.5=18.2
2025-04-16 09:34:40, CO2=838, PM2.5=18.2
2025-04-16 09:35:14, CO2=837, PM2.5=18.5
2025-04-16 09:35:48, CO2=835, PM2.5=18.3
2025-04-16 09:36:24, CO2=834, PM2.5=17.5
2025-04-16 09:37:00, CO2=835, PM2.5=17.4
2025-04-16 09:37:34, CO2=836, PM2.5=18.2
2025-04-16 09:38:10, CO2=828, PM2.5=19.2
2025-04-16 09:38:45, CO2=824, PM2.5=18.3
2025-04-16 09:39:20, CO2=820, PM2.5=18.7
2025-04-16 09:39:54, CO2=817, PM2.5=18.9
2025-04-16 09:40:30, CO2=814, PM2.5=18.1
2025-04-16 09:41:05, CO2=810, PM2.5=17.7
2025-04-16 09:41:40, CO2=808, PM2.5=19.0
2025-04-16 09:42:14, CO2=803, PM2.5=19.7
2025-04-16 09:42:48, CO2=804, PM2.5=18.7
2025-04-16 09:43:22, CO2=810, PM2.5=18.3
2025-04-16 09:43:59, CO2=812, PM2.5=18.4
2025-04-16 09:44:34, CO2=815, PM2.5=18.8
2025-04-16 09:45:08, CO2=814, PM2.5=17.9
2025-04-16 09:45:42, CO2=812, PM2.5=18.5
2025-04-16 09:46:17, CO2=814, PM2.5=18.7
2025-04-16 09:46:51, CO2=813, PM2.5=18.1
2025-04-16 09:47:25, CO2=816, PM2.5=16.6
2025-04-16 09:47:59, CO2=816, PM2.5=18.3
2025-04-16 09:48:38, CO2=818, PM2.5=19.0
2025-04-16 09:49:11, CO2=821, PM2.5=18.1
2025-04-16 09:49:46, CO2=824, PM2.5=17.8
2025-04-16 09:50:19, CO2=826, PM2.5=18.2
2025-04-16 09:50:53, CO2=829, PM2.5=17.1
2025-04-16 09:51:27, CO2=831, PM2.5=17.4
2025-04-16 09:52:00, CO2=832, PM2.5=16.8
2025-04-16 09:52:33, CO2=831, PM2.5=17.0
2025-04-16 09:53:07, CO2=832, PM2.5=18.0
2025-04-16 09:53:40, CO2=832, PM2.5=18.2
2025-04-16 09:54:14, CO2=835, PM2.5=18.0
2025-04-16 09:54:47, CO2=836, PM2.5=18.7
2025-04-16 09:55:21, CO2=837, PM2.5=18.7
2025-04-16 09:55:54, CO2=839, PM2.5=17.7
2025-04-16 09:56:27, CO2=839, PM2.5=17.5
2025-04-16 09:57:01, CO2=841, PM2.5=19.4
2025-04-16 09:57:34, CO2=841, PM2.5=18.7
2025-04-16 09:58:08, CO2=841, PM2.5=17.5
2025-04-16 09:58:41, CO2=841, PM2.5=18.2
2025-04-16 09:59:15, CO2=843, PM2.5=17.3
2025-04-16 09:59:48, CO2=845, PM2.5=18.5
2025-04-16 10:00:22, CO2=861, PM2.5=18.3
2025-04-16 10:00:55, CO2=869, PM2.5=17.1
2025-04-16 10:01:28, CO2=874, PM2.5=17.7
2025-04-16 10:02:02, CO2=871, PM2.5=17.5
2025-04-16 10:02:35, CO2=864, PM2.5=18.3
2025-04-16 10:03:08, CO2=859, PM2.5=17.2
2025-04-16 10:03:41, CO2=853, PM2.5=16.6
2025-04-16 10:04:14, CO2=857, PM2.5=16.4
2025-04-16 10:04:49, CO2=861, PM2.5=17.3
2025-04-16 10:05:22, CO2=860, PM2.5=16.9
2025-04-16 10:05:56, CO2=860, PM2.5=17.8
2025-04-16 10:06:29, CO2=859, PM2.5=18.1
2025-04-16 10:07:02, CO2=858, PM2.5=17.5
2025-04-16 10:07:36, CO2=858, PM2.5=16.5
2025-04-16 10:08:09, CO2=858, PM2.5=16.9
2025-04-16 10:08:42, CO2=861, PM2.5=18.8
2025-04-16 10:09:16, CO2=863, PM2.5=18.3
2025-04-16 10:09:49, CO2=865, PM2.5=17.2
2025-04-16 10:10:22, CO2=865, PM2.5=16.7
2025-04-16 10:10:55, CO2=869, PM2.5=17.2
2025-04-16 10:11:29, CO2=869, PM2.5=16.1
2025-04-16 10:12:02, CO2=869, PM2.5=16.4
2025-04-16 10:12:36, CO2=869, PM2.5=16.4
2025-04-16 10:13:09, CO2=869, PM2.5=16.5
2025-04-16 10:13:44, CO2=869, PM2.5=17.5
2025-04-16 10:14:17, CO2=869, PM2.5=18.4
2025-04-16 10:14:51, CO2=869, PM2.5=16.8
2025-04-16 10:15:24, CO2=868, PM2.5=17.2
2025-04-16 10:15:57, CO2=869, PM2.5=15.3
2025-04-16 10:16:31, CO2=869, PM2.5=16.8
2025-04-16 10:17:05, CO2=870, PM2.5=16.7
2025-04-16 10:17:38, CO2=871, PM2.5=16.6
2025-04-16 10:18:11, CO2=871, PM2.5=17.7
2025-04-16 10:18:45, CO2=873, PM2.5=16.0
2025-04-16 10:19:19, CO2=874, PM2.5=16.4
2025-04-16 10:19:52, CO2=877, PM2.5=16.9
2025-04-16 10:20:25, CO2=876, PM2.5=16.6
2025-04-16 10:20:59, CO2=874, PM2.5=16.7
2025-04-16 10:21:32, CO2=874, PM2.5=15.7
2025-04-16 10:22:05, CO2=873, PM2.5=16.2
2025-04-16 10:22:38, CO2=872, PM2.5=16.3
2025-04-16 10:23:12, CO2=872, PM2.5=16.6
2025-04-16 10:23:45, CO2=874, PM2.5=15.2
2025-04-16 10:38:29, CO2=901, PM2.5=16.0
2025-04-16 10:39:06, CO2=912, PM2.5=15.1
2025-04-16 10:39:40, CO2=935, PM2.5=15.9
2025-04-16 10:40:13, CO2=953, PM2.5=15.5
2025-04-16 10:40:47, CO2=950, PM2.5=15.3
2025-04-16 10:41:21, CO2=944, PM2.5=14.8
2025-04-16 10:41:58, CO2=936, PM2.5=14.9
2025-04-16 10:42:31, CO2=936, PM2.5=14.7
2025-04-16 10:43:06, CO2=934, PM2.5=15.7
2025-04-16 10:43:40, CO2=930, PM2.5=14.8
2025-04-16 10:44:13, CO2=926, PM2.5=15.2
2025-04-16 10:44:46, CO2=925, PM2.5=16.0
2025-04-16 10:45:20, CO2=925, PM2.5=15.1
2025-04-16 10:45:53, CO2=927, PM2.5=15.0
2025-04-16 10:46:26, CO2=926, PM2.5=14.8
2025-04-16 10:47:00, CO2=925, PM2.5=14.5
2025-04-16 10:47:34, CO2=926, PM2.5=16.0
2025-04-16 10:48:09, CO2=924, PM2.5=15.8
2025-04-16 10:48:42, CO2=921, PM2.5=15.3
2025-04-16 10:49:16, CO2=920, PM2.5=14.0
2025-04-16 10:49:50, CO2=919, PM2.5=14.8
2025-04-16 10:50:23, CO2=918, PM2.5=14.7
2025-04-16 10:50:57, CO2=918, PM2.5=14.5
2025-04-16 10:51:31, CO2=918, PM2.5=15.3
2025-04-16 10:52:05, CO2=918, PM2.5=14.8
2025-04-16 10:52:38, CO2=919, PM2.5=14.9
2025-04-16 10:53:12, CO2=919, PM2.5=15.3
2025-04-16 10:53:46, CO2=921, PM2.5=15.5
2025-04-16 10:54:20, CO2=920, PM2.5=16.2
2025-04-16 10:54:54, CO2=920, PM2.5=16.1
2025-04-16 10:55:28, CO2=922, PM2.5=14.7
2025-04-16 10:56:01, CO2=923, PM2.5=14.4
2025-04-16 10:56:35, CO2=924, PM2.5=15.0
2025-04-16 10:57:42, CO2=928, PM2.5=15.2
2025-04-16 10:58:16, CO2=927, PM2.5=14.2
2025-04-16 10:58:49, CO2=927, PM2.5=14.6
2025-04-16 10:59:24, CO2=927, PM2.5=15.0
2025-04-16 11:00:02, CO2=927, PM2.5=14.8
2025-04-16 11:00:36, CO2=928, PM2.5=14.2
2025-04-16 11:01:10, CO2=929, PM2.5=14.6
2025-04-16 11:01:44, CO2=930, PM2.5=14.9
2025-04-16 11:02:18, CO2=929, PM2.5=15.2
2025-04-16 11:02:51, CO2=937, PM2.5=15.0
2025-04-16 11:03:24, CO2=939, PM2.5=14.3
2025-04-16 11:03:58, CO2=932, PM2.5=14.2
2025-04-16 11:04:31, CO2=926, PM2.5=14.8
2025-04-16 11:05:04, CO2=925, PM2.5=14.2
2025-04-16 11:05:37, CO2=927, PM2.5=14.3
2025-04-16 11:06:11, CO2=925, PM2.5=15.9
2025-04-16 11:06:46, CO2=924, PM2.5=15.1
2025-04-16 11:07:19, CO2=924, PM2.5=14.5
2025-04-16 11:07:52, CO2=924, PM2.5=15.9
2025-04-16 11:08:25, CO2=924, PM2.5=13.6
2025-04-16 11:08:58, CO2=924, PM2.5=14.3
2025-04-16 11:09:31, CO2=924, PM2.5=13.5
2025-04-16 11:10:07, CO2=924, PM2.5=14.2
2025-04-16 11:10:41, CO2=924, PM2.5=14.4
2025-04-16 11:11:19, CO2=922, PM2.5=13.7
2025-04-16 11:12:02, CO2=920, PM2.5=14.7
2025-04-16 11:12:49, CO2=918, PM2.5=14.6
2025-04-16 11:13:26, CO2=918, PM2.5=14.3
2025-04-16 11:14:04, CO2=918, PM2.5=14.6
2025-04-16 11:14:43, CO2=917, PM2.5=15.1
2025-04-16 11:15:23, CO2=918, PM2.5=13.9
2025-04-16 11:15:56, CO2=919, PM2.5=14.5
2025-04-16 11:16:29, CO2=919, PM2.5=15.9
2025-04-16 11:17:03, CO2=919, PM2.5=14.8
2025-04-16 11:17:36, CO2=920, PM2.5=13.9
2025-04-16 11:18:09, CO2=919, PM2.5=14.0
2025-04-16 11:18:42, CO2=922, PM2.5=14.4
2025-04-16 11:19:15, CO2=923, PM2.5=15.1
2025-04-16 11:19:48, CO2=924, PM2.5=14.4
2025-04-16 11:20:21, CO2=925, PM2.5=14.4
2025-04-16 11:20:54, CO2=925, PM2.5=15.2
2025-04-16 11:38:48, CO2=920, PM2.5=14.2
2025-04-16 11:39:36, CO2=918, PM2.5=15.0
2025-04-16 11:40:10, CO2=919, PM2.5=14.4
2025-04-16 11:40:44, CO2=922, PM2.5=14.6
2025-04-16 11:41:17, CO2=922, PM2.5=13.7
2025-04-16 11:41:51, CO2=922, PM2.5=14.0
2025-04-16 11:42:24, CO2=923, PM2.5=13.6
2025-04-16 11:42:57, CO2=923, PM2.5=14.5
2025-04-16 11:43:30, CO2=923, PM2.5=14.7
2025-04-16 11:44:03, CO2=924, PM2.5=14.9
2025-04-16 11:44:36, CO2=924, PM2.5=14.4
2025-04-16 11:45:09, CO2=924, PM2.5=14.5
2025-04-16 11:45:45, CO2=924, PM2.5=14.3
2025-04-16 11:46:18, CO2=924, PM2.5=15.1
2025-04-16 11:46:51, CO2=927, PM2.5=14.5
2025-04-16 11:47:25, CO2=937, PM2.5=14.2
2025-04-16 11:47:58, CO2=948, PM2.5=15.0
2025-04-16 11:48:32, CO2=957, PM2.5=13.8
2025-04-16 11:49:05, CO2=959, PM2.5=14.2
2025-04-16 11:49:38, CO2=964, PM2.5=13.6
2025-04-16 11:50:14, CO2=972, PM2.5=13.5
2025-04-16 11:50:47, CO2=976, PM2.5=13.8
2025-04-16 11:51:21, CO2=981, PM2.5=15.1
2025-04-16 11:51:54, CO2=985, PM2.5=13.8
2025-04-16 11:52:27, CO2=992, PM2.5=13.9
2025-04-16 11:53:00, CO2=999, PM2.5=13.7
2025-04-16 11:53:33, CO2=1007, PM2.5=13.8
2025-04-16 11:54:06, CO2=1013, PM2.5=13.5
2025-04-16 11:54:39, CO2=1018, PM2.5=13.6
2025-04-16 11:55:12, CO2=1026, PM2.5=14.1
2025-04-16 11:55:46, CO2=1030, PM2.5=14.0
2025-04-16 11:56:19, CO2=1033, PM2.5=12.9
2025-04-16 11:56:52, CO2=1038, PM2.5=14.8
2025-04-16 11:57:26, CO2=1043, PM2.5=14.1
2025-04-16 11:57:59, CO2=1046, PM2.5=14.4
2025-04-16 11:58:32, CO2=1048, PM2.5=13.7
2025-04-16 11:59:05, CO2=1052, PM2.5=14.5
2025-04-16 11:59:38, CO2=1060, PM2.5=14.4
2025-04-16 12:00:12, CO2=1066, PM2.5=13.9
2025-04-16 12:00:45, CO2=1071, PM2.5=13.7
2025-04-16 12:01:18, CO2=1077, PM2.5=14.2
2025-04-16 12:01:51, CO2=1078, PM2.5=14.2
2025-04-16 12:02:24, CO2=1081, PM2.5=13.8
2025-04-16 12:02:57, CO2=1084, PM2.5=13.0
2025-04-16 12:03:31, CO2=1087, PM2.5=13.3
2025-04-16 12:04:04, CO2=1093, PM2.5=13.6
2025-04-16 12:04:37, CO2=1094, PM2.5=13.8
2025-04-16 12:05:10, CO2=1096, PM2.5=14.2
2025-04-16 12:05:43, CO2=1098, PM2.5=13.9
2025-04-16 12:06:16, CO2=1099, PM2.5=14.0
2025-04-16 12:06:49, CO2=1102, PM2.5=13.6
2025-04-16 12:07:22, CO2=1109, PM2.5=13.9
2025-04-16 12:07:55, CO2=1112, PM2.5=13.9
2025-04-16 12:08:28, CO2=1113, PM2.5=13.3
2025-04-16 12:09:01, CO2=1114, PM2.5=13.9
2025-04-16 12:09:34, CO2=1118, PM2.5=13.9
2025-04-16 12:10:07, CO2=1127, PM2.5=13.6
2025-04-16 12:10:40, CO2=1127, PM2.5=12.4
2025-04-16 12:11:13, CO2=1128, PM2.5=14.1
2025-04-16 12:11:48, CO2=1128, PM2.5=13.6
2025-04-16 12:12:21, CO2=1128, PM2.5=14.3
2025-04-16 12:12:54, CO2=1131, PM2.5=14.6
2025-04-16 12:13:27, CO2=1132, PM2.5=13.8
2025-04-16 12:14:01, CO2=1133, PM2.5=13.8
2025-04-16 12:14:34, CO2=1134, PM2.5=14.1
2025-04-16 12:15:07, CO2=1134, PM2.5=14.2
2025-04-16 12:15:40, CO2=1135, PM2.5=13.2
2025-04-16 12:16:13, CO2=1138, PM2.5=13.8
2025-04-16 12:16:46, CO2=1141, PM2.5=13.5
2025-04-16 12:17:19, CO2=1141, PM2.5=13.5
2025-04-16 12:17:52, CO2=1143, PM2.5=14.7
2025-04-16 12:18:25, CO2=1141, PM2.5=14.0
2025-04-16 12:18:59, CO2=1140, PM2.5=13.4
2025-04-16 12:19:32, CO2=1139, PM2.5=13.7
2025-04-16 12:20:05, CO2=1139, PM2.5=12.6
2025-04-16 12:21:09, CO2=1140, PM2.5=12.7
2025-04-16 12:21:43, CO2=1140, PM2.5=13.4
2025-04-16 12:22:16, CO2=1140, PM2.5=13.5
2025-04-16 12:22:50, CO2=1140, PM2.5=13.0
2025-04-16 12:23:23, CO2=1140, PM2.5=13.3
2025-04-16 12:23:56, CO2=1140, PM2.5=13.0
2025-04-16 12:24:29, CO2=1139, PM2.5=13.3
2025-04-16 12:25:02, CO2=1139, PM2.5=14.2
2025-04-16 12:25:36, CO2=1138, PM2.5=14.4
2025-04-16 12:26:09, CO2=1139, PM2.5=13.6
2025-04-16 12:26:43, CO2=1139, PM2.5=13.3
2025-04-16 12:27:16, CO2=1140, PM2.5=13.9
2025-04-16 12:27:49, CO2=1140, PM2.5=14.0
2025-04-16 12:28:22, CO2=1140, PM2.5=13.2
2025-04-16 12:28:55, CO2=1140, PM2.5=13.5
2025-04-16 12:29:58, CO2=1139, PM2.5=15.2
